title,total_score,reviews_count,street,city,state,country_code,website,phone,categories,url,category_name
Gimnasio UPPER,4.9,53,Alberti 1679,S3000ANF,Santa Fe Province,AR,https://www.instagram.com/gimnasioupper?igsh=MWhvMzExZWNhd3Mzeg==,+54 342 478-5105,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20UPPER&query_place_id=ChIJr3F_OGEHtZURfjchXrdzqv8,Gym
ZURKA GYM,4.8,53,Saavedra 2343,Santa Fe,Santa Fe Province,AR,https://instagram.com/zurka_gym?utm_source=ig_profile_share&igshid=1i2tf3xfcusjt,+54 9 342 534-6135,Gymnastics center,https://www.google.com/maps/search/?api=1&query=ZURKA%20GYM&query_place_id=ChIJp2Dh_LWptZURNiHOpfk5ebY,Gymnastics center
La Calle Crossfit LCSF,4.8,71,Junín 2350,Santa Fe,Santa Fe Province,AR,,+54 342 412-1352,Gym,https://www.google.com/maps/search/?api=1&query=La%20Calle%20Crossfit%20LCSF&query_place_id=ChIJ6aueeL2ptZUR6c1u08VpDp8,Gym
M CENTRO DE ACTIVIDADES FISICAS,4.9,27,Güemes 4379,GHR,Santa Fe Province,AR,,+54 342 513-5262,Gymnastics center,https://www.google.com/maps/search/?api=1&query=M%20CENTRO%20DE%20ACTIVIDADES%20FISICAS&query_place_id=ChIJCZkaq5KptZURHSkatUEIx_4,Gymnastics center
Gimnasio Constructivista,4.9,39,San Martin,Esperanza,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Constructivista&query_place_id=ChIJt_uPphUTtZURrXKrGuanRII,Gym
Gimnasio La Capital,4.9,9,San Martín 2829,Santa Fe,Santa Fe Province,AR,https://instagram.com/lacapital_cde?igshid=YmMyMTA2M2Y=,+54 342 429-7213,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20La%20Capital&query_place_id=ChIJTy0xm2iptZUR08kbpdsar6w,Gym
Arnold gym,5,2,Av. Facundo Zuviría 5077,Santa Fe,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Arnold%20gym&query_place_id=ChIJnSVWEwCptZURgG_HZP9hEmc,Gym
Club Tiempo Libre,,,Av. Aristóbulo del Valle 8397,Santa Fe,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Club%20Tiempo%20Libre&query_place_id=ChIJs1JxTUcHtZURPodii259rEw,Gym
Bellas & Bestias Del Gym,,,Aarón Castellanos 2350,Esperanza,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Bellas%20%26%20Bestias%20Del%20Gym&query_place_id=ChIJlfCs2DsTtZURJxoqfpuTGMA,Gym
Gimnasio Nord,5,13,Pje. Público 167.50 2431,Santa Fe,Santa Fe Province,AR,,+54 342 639-1685,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Nord&query_place_id=ChIJ4UGqYy8HtZUR1pFBynNPoQk,Gym
Pilates gym Nusol,4.8,68,Estanislao Zeballos 190,Santa Fe,Santa Fe Province,AR,,+54 342 546-4603,Gym,https://www.google.com/maps/search/?api=1&query=Pilates%20gym%20Nusol&query_place_id=ChIJSdluDwSqtZURnU7zuaXimqE,Gym
Choreographic Art Institute Master,4.3,66,Patricio Cullen 6807,Santa Fe,Santa Fe Province,AR,,+54 342 469-5769,Gym,https://www.google.com/maps/search/?api=1&query=Choreographic%20Art%20Institute%20Master&query_place_id=ChIJDYKPhwCqtZURs5k2QkLcknI,Gym
MFC Fight House,,,Gdor. Candioti 1020,Santa Fe,Santa Fe Province,AR,https://www.instagram.com/mfc.traininghouse?igsh=MWc4anhuZnpldmV2OQ==&utm_source=qr,+54 342 423-5723,Gymnastics center,https://www.google.com/maps/search/?api=1&query=MFC%20Fight%20House&query_place_id=ChIJOd9zmnOptZURjxN_ebAo82w,Gymnastics center
Escuela De Baile Eclipse,4.2,9,"Calle, Pedro Vittori 4330",Santa Fe,Santa Fe Province,AR,http://www.facebook.com/Escuela.Eclipse/,+54 342 473-4602,Gym,https://www.google.com/maps/search/?api=1&query=Escuela%20De%20Baile%20Eclipse&query_place_id=ChIJ43YSB5SptZUR6Kh5KFWN3uQ,Gym
Colastine Open,5,7,"Open Santa Fe AR, C. Los Algarrobos 5909",Santa Fe,Santa Fe Province,AR,,+54 342 535-8507,Pilates studio,https://www.google.com/maps/search/?api=1&query=Colastine%20Open&query_place_id=ChIJsTdEbzmrtZUR2TfgJR2qURE,Pilates studio
Fuerza evolutiva,,,Cullen 1728,Esperanza,Santa Fe Province,AR,https://www.instagram.com/fuerzaa.evolutiva?igsh=MTBvbW84dXZ4aHYzeg==,+54 342 538-0040,Yoga studio,https://www.google.com/maps/search/?api=1&query=Fuerza%20evolutiva&query_place_id=ChIJ8YLIpVoTtZURTZ47Q37Oe6Q,Yoga studio
"MY GYM - Escuela de Boxeo para Hombres, Mujeres y Niños",4.6,14,Belgrano 5400,Santa Fe,Santa Fe Province,AR,,+54 342 476-6474,Boxing gym,https://www.google.com/maps/search/?api=1&query=MY%20GYM%20-%20Escuela%20de%20Boxeo%20para%20Hombres%2C%20Mujeres%20y%20Ni%C3%B1os&query_place_id=ChIJEwHUjeaptZUR7YzcnLETDCw,Boxing gym
A-N GYM Fitness center,4.8,44,San Lorenzo 743,Reconquista,Santa Fe Province,AR,https://instagram.com/valhallareconquista?igshid=YmMyMTA2M2Y=,+54 3482 54-0582,Gymnastics center,https://www.google.com/maps/search/?api=1&query=A-N%20GYM%20Fitness%20center&query_place_id=ChIJ94UT7DG7TpQRguHIaT11hZc,Gymnastics center
Conquer Fitness Gym,4.9,21,2 de Abril 771,Reconquista,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Conquer%20Fitness%20Gym&query_place_id=ChIJpZ05rVi7TpQRmJJ9qJSUzrQ,Gym
Fitness gym center,5,1,Iturraspe 1022,Reconquista,Santa Fe Province,AR,https://www.crossfyapp.com/boxes/fitnessgymcenter,+54 2945 41-9435,Gym,https://www.google.com/maps/search/?api=1&query=Fitness%20gym%20center&query_place_id=ChIJGeG9ZQC7TpQRVzWqMwMW-2w,Gym
World Gym,4.7,11,Habegger 444,Reconquista,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=World%20Gym&query_place_id=ChIJY9N9sFW7TpQRsu1YCE6JS8U,Gym
GYM F4,4.7,53,Lisandro de la Torre 1.030,Reconquista,Santa Fe Province,AR,,+54 3482 40-8823,Gym,https://www.google.com/maps/search/?api=1&query=GYM%20F4&query_place_id=ChIJ8x5izP-7TpQRI-iVBa681Wc,Gym
Reco Gym,4.7,61,Jorge Newbery 1161,Reconquista,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Reco%20Gym&query_place_id=ChIJ3Xmx7qG6TpQRlbE9sWAsCmc,Gym
Planet Fitness,4.9,42,Rivadavia 1518,Reconquista,Santa Fe Province,AR,,+54 3482 53-7871,Gym,https://www.google.com/maps/search/?api=1&query=Planet%20Fitness&query_place_id=ChIJi8eqIp66TpQRtnhvRMJIjhs,Gym
P.m.gym,5,9,"Alvear 1243, S3560AOY",Reconquista,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=P.m.gym&query_place_id=ChIJtSI-Uhe7TpQRzK2dC-LBYxg,Gym
OLYMPUS GYM,4.8,5,C. 16 274,Avellaneda,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=OLYMPUS%20GYM&query_place_id=ChIJ52eRioq7TpQRnycyTFuBbus,Gym
Dynamis Studio GYM,4.9,15,Teófilo Madrejón 1226,San Javier,Santa Fe Province,AR,,+54 342 476-2566,Gym,https://www.google.com/maps/search/?api=1&query=Dynamis%20Studio%20GYM&query_place_id=ChIJVU2I9WZZS5QR7EjMmxtJK8Y,Gym
Energym,4.5,32,Núñez y Burges,San Javier,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Energym&query_place_id=ChIJw3A4Yv9ZS5QRYZe_VQ8eGfc,Gym
Summus,4.6,28,,San Javier,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Summus&query_place_id=ChIJPcmFEgdaS5QR-zWjhNRt2gA,Gym
Gimnasio Fitness vyp,4.8,4,,Vera y Pintado,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Fitness%20vyp&query_place_id=ChIJZZIYh_ynS5QRIbgun8swCdk,Gym
Gimnasio Vital,4.8,16,Av. San Martín 622,Gobernador Crespo,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Vital&query_place_id=ChIJm5yyplUFS5QRSDsb6imrzF0,Gym
Club Deportivo Polideportivo Union,4.4,41,Combate de San Lorenzo 355,Gobernador Crespo,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Club%20Deportivo%20Polideportivo%20Union&query_place_id=ChIJR9OQev8PS5QRRi2dWWYVzBE,Gym
Club Defensores de San Antonio,3.9,12,,San Javier,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Club%20Defensores%20de%20San%20Antonio&query_place_id=ChIJ83u6HYlZS5QRrhBMx43UBfk,Gym
Xustos,4.9,7,25 de Mayo 453,Calchaquí,Santa Fe Province,AR,,+54 3483 48-6774,Gym,https://www.google.com/maps/search/?api=1&query=Xustos&query_place_id=ChIJcc4CExu_S5QR6J7ldmWa4_A,Gym
Norek Centro de Entrenamiento,,,Rivadavia 2158,San Javier,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Norek%20Centro%20de%20Entrenamiento&query_place_id=ChIJR9stegBZS5QRuLsL7JLwLLs,Gym
Silvia Gym,4.4,9,Dr. de la Colina 1442,San Javier,Santa Fe Province,AR,https://www.facebook.com/SilviaGymSanjavier,+54 3405 40-8518,Gym,https://www.google.com/maps/search/?api=1&query=Silvia%20Gym&query_place_id=ChIJQ6TBnNFZS5QRRhcinAl2DNg,Gym
Centerclubmultidisciplina,,,Roque Sáenz Peña 1761,Calchaquí,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Centerclubmultidisciplina&query_place_id=ChIJ39rJeQC_S5QRY_iLyFC2-PQ,Gym
Gimnasio Series,,,Independencia 733,Gobernador Crespo,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Series&query_place_id=ChIJ8fLrWAAFS5QRTDH6mymt638,Gym
Inspira Estudio de Pilates,,,QJHH+4H Predio Mate Amargo,La Criolla,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Inspira%20Estudio%20de%20Pilates&query_place_id=ChIJvWcwEAAJS5QR0GyTVCReOYA,Gym
Pilates,,,,Calchaquí,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Pilates&query_place_id=ChIJi6zkPiu_S5QRfhIVxGBewOA,Gym
UNIÓN padel,,,Juan de Garay,Gobernador Crespo,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=UNI%C3%93N%20padel&query_place_id=ChIJ_z3zm1UFS5QRQVOW5035m2c,Gym
Arboreo Don Gustavo Ebeling Park,4.4,88,Av. Nicolas Nitri 550,La Criolla,Santa Fe Province,AR,,+54 3498 49-5214,Park,https://www.google.com/maps/search/?api=1&query=Arboreo%20Don%20Gustavo%20Ebeling%20Park&query_place_id=ChIJ45yzN1oIS5QR4e5tb2FIMkI,Park
EL GYM DE LA MUJER,,,Vélez Sársfield 987,Rosario,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=EL%20GYM%20DE%20LA%20MUJER&query_place_id=ChIJe6CRU1ZTtpURmMAktyjrxcQ,Gym
Arnold Gym,4.9,14,Derqui 1604,Cañada de Gómez,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Arnold%20Gym&query_place_id=ChIJCySs6ejfyZURnNbpQLlXVd8,Gym
El soñado gym,4.8,4,V. Manuel,Cafferata,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=El%20so%C3%B1ado%20gym&query_place_id=ChIJz8X9LP75yJUR0DLQpxZJU_Y,Gym
Dominguez GYM,4.5,13,,Coronel Domínguez,Santa Fe Province,AR,http://www.instagram.com/dominguezgym/?hl=es-la,,Gym,https://www.google.com/maps/search/?api=1&query=Dominguez%20GYM&query_place_id=ChIJo11hmSGlt5URLnJbXVJiMl0,Gym
MY Fisio - Rehab & Gym,5,39,Coronel Néstor Fernández 921,Rosario,Santa Fe Province,AR,https://www.instagram.com/myfisio/,+54 341 347-5649,Gym,https://www.google.com/maps/search/?api=1&query=MY%20Fisio%20-%20Rehab%20%26%20Gym&query_place_id=ChIJmx9pX0RVtpURfssM5iUvIAc,Gym
World Gym,,,Av. San Martín 193,General Lagos,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=World%20Gym&query_place_id=ChIJCyF2QwAJt5URknlu8vG2CKg,Gym
TOTAL GYM,,,Blvd. Rondeau 2602,Rosario,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=TOTAL%20GYM&query_place_id=ChIJnYq0FJlTtpURi5k9YIvrKWs,Gym
LAVT Santa Fe - Academia Aragon,4.7,24,Gorostiaga 2039,Santa Fe,Santa Fe Province,AR,,+54 342 511-4437,Martial arts school,https://www.google.com/maps/search/?api=1&query=LAVT%20Santa%20Fe%20-%20Academia%20Aragon&query_place_id=ChIJXRifhuOptZURuenqlN7eZNY,Martial arts school
Gym,,,Av. Freyre Gob 2299,Santa Fe,Santa Fe Province,AR,,+54 9 342 649-9067,Gym,https://www.google.com/maps/search/?api=1&query=Gym&query_place_id=ChIJp8OPVgCptZURDJjenbh5ltM,Gym
Pilates proyectar,,,Urquiza 2882,Santa Fe,Santa Fe Province,AR,,+54 342 545-3465,Pilates studio,https://www.google.com/maps/search/?api=1&query=Pilates%20proyectar&query_place_id=ChIJNQNlB7KptZURs2usGD-pvuU,Pilates studio
StudioShiva Yoga,,,J B Iturraspe 3464,Santa Fe,Santa Fe Province,AR,https://www.instagram.com/explore/locations/1028319980/studio-shiva-yoga/,+54 343 596-6395,Yoga studio,https://www.google.com/maps/search/?api=1&query=StudioShiva%20Yoga&query_place_id=ChIJH71jxiaptZUR0xIPrVbbYQM,Yoga studio
Club Atlético Defensores La Lucila,4,5,RP2,La Lucila,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Club%20Atl%C3%A9tico%20Defensores%20La%20Lucila&query_place_id=ChIJ205OzyCLSpQRF10l9lOCCtM,Gym
Club A.D. Belgrano,4,51,Cochabamba 737,San Cristóbal,Santa Fe Province,AR,,,Fitness center,https://www.google.com/maps/search/?api=1&query=Club%20A.D.%20Belgrano&query_place_id=ChIJoUMPn_97SpQRckT73F7qvYg,Fitness center
Gym Fitness Mbgo,4.5,16,2 de Julio 602-700,Malabrigo,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gym%20Fitness%20Mbgo&query_place_id=ChIJGxBDBdtXSZQRUqU6f10Hwpg,Gym
Alvear Fitness,4.4,91,"S3560AOO, Alvear 716",Reconquista,Santa Fe Province,AR,,+54 342 843-7752,Gym,https://www.google.com/maps/search/?api=1&query=Alvear%20Fitness&query_place_id=ChIJ0wWPgZC6TpQRjhLu2SO4WfI,Gym
A_ngym,4.7,30,Moreno 1550,Reconquista,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=A_ngym&query_place_id=ChIJVV0T0p67TpQRetsQxwreTZY,Gym
Vida Fitnes De Anto Cabral,4.8,52,Calle 13 & Calle 6,Avellaneda,Santa Fe Province,AR,,+54 3482 21-2606,Gym,https://www.google.com/maps/search/?api=1&query=Vida%20Fitnes%20De%20Anto%20Cabral&query_place_id=ChIJoczC9puwTpQRxRxr0JECy74,Gym
Ritmo Gym,,,,Reconquista,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Ritmo%20Gym&query_place_id=ChIJxSiji526TpQRbAArhZxyBYw,Gym
Zona Fitness Gym Y Artes Marciales,4.4,28,Sta. Fe 912,Reconquista,Santa Fe Province,AR,,+54 3482 53-0610,Gym,https://www.google.com/maps/search/?api=1&query=Zona%20Fitness%20Gym%20Y%20Artes%20Marciales&query_place_id=ChIJX2BkP6S6TpQRwMTkNXobO0Y,Gym
METRO GYM,,,,Avellaneda,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=METRO%20GYM&query_place_id=ChIJBQM5e5ywTpQRzkvQdV1Es84,Gym
FORTIS Fitness Center,5,4,C. 5 316,Avellaneda,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=FORTIS%20Fitness%20Center&query_place_id=ChIJOTb1NwCxTpQRAqxXK8tqlOg,Gym
StudioFitness,4.4,51,9 de Julio 1642,Reconquista,Santa Fe Province,AR,,+54 3482 21-0954,Gym,https://www.google.com/maps/search/?api=1&query=StudioFitness&query_place_id=ChIJlUzO2Jm6TpQRuQTGeeJbSZo,Gym
Salud y Entrenamiento,5,35,C. 32 2322,Reconquista,Santa Fe Province,AR,,+54 3482 30-5830,Gym,https://www.google.com/maps/search/?api=1&query=Salud%20y%20Entrenamiento&query_place_id=ChIJMzzijgKxTpQRYUxppZsn2wM,Gym
Tire training,4.8,12,Misiones 799,Reconquista,Santa Fe Province,AR,,+54 3482 27-0333,Gym,https://www.google.com/maps/search/?api=1&query=Tire%20training&query_place_id=ChIJiV0pRQ-xTpQR0f5Pfh4W6MU,Gym
Antro Gym,4.8,6,"B°, Calle 45 y 48",Reconquista,Santa Fe Province,AR,https://www.instagram.com/antro.gym/,,Gym,https://www.google.com/maps/search/?api=1&query=Antro%20Gym&query_place_id=ChIJmSGFtH2xTpQR0eeUTh_sfcE,Gym
Horus Fitness Center,5,19,Rivadavia 674,Reconquista,Santa Fe Province,AR,https://www.instagram.com/horus_fitness_center,+54 3482 63-1201,Gym,https://www.google.com/maps/search/?api=1&query=Horus%20Fitness%20Center&query_place_id=ChIJ6S3Qw9y7TpQRkpPm6-z3Kk8,Gym
Alvear fitnes,4.8,28,Blvd. Lovatto 1099,Reconquista,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Alvear%20fitnes&query_place_id=ChIJLx5VJa67TpQR5L4i-BxCxwM,Gym
Gimnasio JAG,4.8,34,Habegger 520,Reconquista,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20JAG&query_place_id=ChIJ3y8ZCpe6TpQRFDq1G779fqc,Gym
Prison Box,5,28,9 de Julio 145,Reconquista,Santa Fe Province,AR,,+54 3482 62-6832,Gym,https://www.google.com/maps/search/?api=1&query=Prison%20Box&query_place_id=ChIJG8HM4Mi7TpQRN5XqUzaVAgE,Gym
ARNOLD GYM,4.5,4,C. 87 1245,Reconquista,Santa Fe Province,AR,,+54 3482 64-8084,Gym,https://www.google.com/maps/search/?api=1&query=ARNOLD%20GYM&query_place_id=ChIJO-hCaRGvTpQR8ucGMpWX3Qk,Gym
Riada Team,4.9,34,Colón 819,Reconquista,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Riada%20Team&query_place_id=ChIJod4Cw2q7TpQRqIzsWhbHm8A,Gym
FAMILIA Sport Club,,,Lisandro de la Torre 1048,Reconquista,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=FAMILIA%20Sport%20Club&query_place_id=ChIJUz3jJKu6TpQRUMV0JyoiVkc,Gym
Indiobox,4.7,11,"Reconquista, Puerto Gral. San Martin",Reconquista,Santa Fe Province,AR,,+54 3482 56-4702 ext. 242422,Gym,https://www.google.com/maps/search/?api=1&query=Indiobox&query_place_id=ChIJBfUtfwCxTpQRmzIcMBvIoqA,Gym
Centro recreativo Bartolome Mitre,4.2,10,Bartolomé Mitre,La Gallareta,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Centro%20recreativo%20Bartolome%20Mitre&query_place_id=ChIJ492s6K_ZS5QRYjakmCiEDbY,Gym
KRATOS | CENTRO DE ENTRENAMIENTO,5,1,Corrientes 1602,Vera,Santa Fe Province,AR,https://www.instagram.com/kratos.cde/,+54 3483 46-2107,Gym,https://www.google.com/maps/search/?api=1&query=KRATOS%20%7C%20CENTRO%20DE%20ENTRENAMIENTO&query_place_id=ChIJNS50ePJhSZQRSmNfx1deOTM,Gym
Let's Go Training Center,4.7,34,Moreno 2177,Vera,Santa Fe Province,AR,,+54 3483 46-9557,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Let's%20Go%20Training%20Center&query_place_id=ChIJSZ6_3ERhSZQRotrxUHM9c-w,Gymnastics center
GYM WORKOUT,,,E. Aleman 1901,Vera,Santa Fe Province,AR,https://www.instagram.com/gymworkout.vera/,,Gym,https://www.google.com/maps/search/?api=1&query=GYM%20WORKOUT&query_place_id=ChIJMxbjVABhSZQRBJiA8tBZN-Q,Gym
Vera Baila,5,10,Pres. Juan Domingo Perón 1317,Vera,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Vera%20Baila&query_place_id=ChIJT8S922hfSZQRK7WRSUOzEfc,Gym
TBT Centro de entrenamiento y Salud,5,1,25 de Mayo 1748 S3550ADC,Vera,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=TBT%20Centro%20de%20entrenamiento%20y%20Salud&query_place_id=ChIJozfMagBhSZQR4KMsIeiZ0ws,Gym
Gimnasio Mundo Fitness,3.7,3,"Plaza condorito, Lavalle",La Gallareta,Santa Fe Province,AR,https://instagram.com/gym_mundofitness?igshid=YmMyMTA2M2Y=,+54 342 569-1039,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Mundo%20Fitness&query_place_id=ChIJz8iNurjZS5QRicVW9hoRE3Y,Gym
Santé Centro de Entrenamiento,4.7,7,Hermana Carmelina 1585,Vera,Santa Fe Province,AR,,+54 3483 46-7810,Pilates studio,https://www.google.com/maps/search/?api=1&query=Sant%C3%A9%20Centro%20de%20Entrenamiento&query_place_id=ChIJx3P4Y5NfSZQRjCnkahrQ_P0,Pilates studio
CIRCULO RECREATIVO Estadio “BABY CELESTINO”,4.2,69,"S3550ADD, 1800, 25 de Mayo 1740",Vera,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=CIRCULO%20RECREATIVO%20Estadio%20%E2%80%9CBABY%20CELESTINO%E2%80%9D&query_place_id=ChIJCQSMKOBfSZQR9njMyjYZEGw,Gym
UNICENTER Gym,,,Simón de Iriondo 953,Romang,Santa Fe Province,AR,,+54 3482 56-1232,Gym,https://www.google.com/maps/search/?api=1&query=UNICENTER%20Gym&query_place_id=ChIJJfMjvrcHTJQRqmCiNSqCAUo,Gym
La pizarra del profe,,,San Martín 2398,Romang,Santa Fe Province,AR,https://www.instagram.com/lapizarradelprof?igsh=MnpjZmJrYzlwd3Jk,+54 3482 61-3270,Gym,https://www.google.com/maps/search/?api=1&query=La%20pizarra%20del%20profe&query_place_id=ChIJXYbVKqgHTJQRSAxaZgNF3lM,Gym
G.F.C.,4.3,156,,Vera,Santa Fe Province,AR,,,Sports,https://www.google.com/maps/search/?api=1&query=G.F.C.&query_place_id=ChIJY_NnC99fSZQRKIWfcaurays,Sports
Gimnasio biofitness,,,,Margarita,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20biofitness&query_place_id=ChIJdac2IgDDS5QRPWGmZ3mX75c,Gym
CorpoSanno Consultorio,5,1,Gral. Obligado 1224,Malabrigo,Santa Fe Province,AR,https://www.instagram.com/consultoriocorposanno,+54 3482 29-5201,Kinesiologist,https://www.google.com/maps/search/?api=1&query=CorpoSanno%20Consultorio&query_place_id=ChIJxbqdju5XSZQRR8ZglSGltsY,Kinesiologist
Centro de Equinoterapia Ecuestre Maria Fernanda,5,3,Simón de Iriondo 598 S3555,Romang,Santa Fe Province,AR,http://facebook.com/Centro-de-Equinoterapia-Ecuestre-Maria-Fernanda-1654930598145869,+54 3482 25-1362,Fitness center,https://www.google.com/maps/search/?api=1&query=Centro%20de%20Equinoterapia%20Ecuestre%20Maria%20Fernanda&query_place_id=ChIJoWOpbhYHTJQRcPvTUL6E6_8,Fitness center
XM ACADEMIA DE GIMNASIA,,,,Vera,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=XM%20ACADEMIA%20DE%20GIMNASIA&query_place_id=ChIJcQ-oMAtgSZQRNUKN8ytMjW8,Gym
Espacio Ama,,,"BDM, Moreno 1601",Malabrigo,Santa Fe Province,AR,,+54 341 375-9719,Yoga studio,https://www.google.com/maps/search/?api=1&query=Espacio%20Ama&query_place_id=ChIJazQMZVRXSZQRQO94j8g7jUs,Yoga studio
Centro de Jubilados y Pensionados de Vera,4.3,6,25 de Mayo 2189,Vera,Santa Fe Province,AR,,+54 3483 42-1875,Community center,https://www.google.com/maps/search/?api=1&query=Centro%20de%20Jubilados%20y%20Pensionados%20de%20Vera&query_place_id=ChIJifyFQY5hSZQRyb0kbzznWMg,Community center
Garden CDE,,,"Presidente Perón, Av. Arronga y",Vera,Santa Fe Province,AR,,+54 3483 46-7612,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Garden%20CDE&query_place_id=ChIJYx0KZDBfSZQR1RrFYyLKjhk,Gymnastics center
Miniclub Almafuerte,4.6,27,,Reconquista,Santa Fe Province,AR,,+54 3482 64-7277,Gym,https://www.google.com/maps/search/?api=1&query=Miniclub%20Almafuerte&query_place_id=ChIJ4Xsj92m7TpQR9Bx8fsvT6IY,Gym
IDM Gym,4.4,21,"S3561ACH, C. 10 302-400",Avellaneda,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=IDM%20Gym&query_place_id=ChIJLaM4j56wTpQR69cqDZHgAxQ,Gym
Gravity Calistenia,5,1,San Martín 1466,Reconquista,Santa Fe Province,AR,https://www.instagram.com/gravitycalistenia?igsh=dGFtbGhwZzVoZGRr&utm_source=qr,+54 3482 27-7858,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Gravity%20Calistenia&query_place_id=ChIJJx_tg-K7TpQRWN0Owzd_yLE,Gymnastics center
"Triple ""A"" Gym",5,1,Gral. Obligado 318,Reconquista,Santa Fe Province,AR,,+54 3482 63-9374,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Triple%20%22A%22%20Gym&query_place_id=ChIJf7ryyoe7TpQRA4MsrTaPUhI,Gymnastics center
Funcional Fitness,4.6,23,Gral. López 208,Reconquista,Santa Fe Province,AR,https://www.facebook.com/funcionalf9/,+54 3482 21-4990,Gym,https://www.google.com/maps/search/?api=1&query=Funcional%20Fitness&query_place_id=ChIJT3N2fyq7TpQRotgGhFtVP0M,Gym
Marcos Gym,4.9,28,,Reconquista,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Marcos%20Gym&query_place_id=ChIJa80FSHa7TpQRJw9p8ujdNXs,Gym
Gimnasio Dacci,4.8,53,"Ledesma 302, S3560EPH",Reconquista,Santa Fe Province,AR,,+54 9 3482 53-0904,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Dacci&query_place_id=ChIJa6FYlpO6TpQRGFw8d5GSG6o,Gymnastics center
Reconquista Escala,5,15,Habegger 2053,Reconquista,Santa Fe Province,AR,https://instagram.com/reconquistaescala?utm_medium=copy_link,+54 336 433-5776,Rock climbing gym,https://www.google.com/maps/search/?api=1&query=Reconquista%20Escala&query_place_id=ChIJJ5YU00CxTpQRAvQsL9-az-w,Rock climbing gym
